incident_id,shipment_id,tracking_number,carrier,origin,destination,incident_type,severity_level,incident_status,incident_date,delay_hours,weather_condition,traffic_level,route_risk_score,estimated_financial_loss_cad,resolution_action,resolution_time_hours,warehouse_id,driver_id
INC017163,SHP069992,TRK1781030723,UPS,Toronto,Montreal,Failed Delivery Attempt,Low,Under Investigation,2026-02-04 04:00:00,12,Rain,Severe,39.55,1838.37,Delivery Rescheduled,93,WH-OTT-006,DRV01053
INC016511,SHP040199,TRK2443760384,DHL,Toronto,Montreal,Traffic Disruption,High,Under Investigation,2026-02-19 17:00:00,4,Rain,Low,15.85,460.08,Carrier Investigation,23,WH-MTL-002,DRV00958
INC000717,SHP079757,TRK4372020112,Purolator,Toronto,Montreal,Traffic Disruption,Medium,Resolved,2026-01-12 00:00:00,8,Fog,Medium,25.95,2255.65,Delivery Rescheduled,90,WH-OTT-006,DRV00082
INC005471,SHP087048,TRK8754696050,DHL,Vancouver,Kelowna,Traffic Disruption,Medium,Resolved,2026-06-11 09:00:00,12,Clear,Low,9.55,2389.57,Route Reassigned,24,WH-OTT-006,DRV00138
INC019634,SHP061340,TRK6460828128,DHL,Vancouver,Kelowna,Mechanical Failure,Low,Escalated,2026-03-18 17:00:00,24,Clear,High,27.85,2206.17,Carrier Investigation,38,WH-VAN-005,DRV01595
INC008984,SHP077567,TRK7916466966,Purolator,Toronto,Montreal,Carrier Delay,Low,Resolved,2026-06-28 04:00:00,1,Clear,Medium,8.28,2214.99,Shipment Reprocessed,58,WH-MTL-002,DRV00057
INC022830,SHP093587,TRK1337837630,Canada Post,Calgary,Edmonton,Lost Package,Medium,Resolved,2026-02-10 09:00:00,4,Clear,Low,5.35,419.5,Driver Reassigned,55,WH-CGY-004,DRV00489
INC004225,SHP094738,TRK1915147655,UPS,Halifax,Moncton,Warehouse Processing Delay,Low,Open,2026-01-28 04:00:00,4,Clear,Low,5.35,539.63,Carrier Investigation,74,WH-MTL-002,DRV02318
INC009492,SHP090055,TRK1599818912,FedEx,Halifax,Moncton,Address Issue,Low,Resolved,2026-01-06 05:00:00,1,Cloudy,Low,7.28,1247.85,Warehouse Escalation,36,WH-HFX-003,DRV02061
INC001490,SHP021400,TRK7819820958,Purolator,Toronto,Montreal,Traffic Disruption,Critical,Resolved,2026-05-19 16:00:00,8,Snow,High,38.7,1671.15,Refund Issued,21,WH-CGY-004,DRV00981
INC018553,SHP077008,TRK1735157211,Purolator,Ottawa,Toronto,Damaged Shipment,Low,Resolved,2026-03-11 17:00:00,4,Clear,Low,5.35,627.35,Customer Notified,52,WH-MTL-002,DRV01074
INC001993,SHP020036,TRK2560384275,Canada Post,Vancouver,Kelowna,Customs Hold,Low,Resolved,2026-04-18 14:00:00,8,Storm,Low,35.45,1918.21,Warehouse Escalation,34,WH-HFX-003,DRV01037
INC022735,SHP029824,TRK9762752528,Purolator,Halifax,Moncton,Weather Delay,Medium,Resolved,2026-02-20 17:00:00,2,Clear,Low,4.3,1501.74,Warehouse Escalation,10,WH-HFX-003,DRV02447
INC006233,SHP069586,TRK3759026424,UPS,Vancouver,Kelowna,Warehouse Processing Delay,Medium,Open,2026-06-26 06:00:00,2,Clear,Low,4.3,479.57,Warehouse Escalation,31,WH-TOR-001,DRV01606
INC024272,SHP073496,TRK5917207614,FedEx,Toronto,Montreal,Weather Delay,Low,Escalated,2026-01-02 08:00:00,12,Clear,Low,9.55,574.43,Driver Reassigned,86,WH-MTL-002,DRV01799
INC013026,SHP029739,TRK6059027712,Canada Post,Calgary,Edmonton,Failed Delivery Attempt,Low,Resolved,2026-07-01 11:00:00,2,Snow,Medium,28.05,1596.57,Driver Reassigned,53,WH-TOR-001,DRV02265
INC016222,SHP034885,TRK6295910970,Purolator,Vancouver,Kelowna,Lost Package,High,Resolved,2026-01-29 15:00:00,24,Rain,Medium,30.85,332.43,Warehouse Escalation,81,WH-MTL-002,DRV00420
INC022437,SHP094684,TRK1053475132,Purolator,Halifax,Moncton,Damaged Shipment,Low,Resolved,2026-01-29 15:00:00,1,Cloudy,Medium,11.78,2491.23,Route Reassigned,79,WH-OTT-006,DRV00260
INC017448,SHP099007,TRK1167289157,Canada Post,Halifax,Moncton,Warehouse Processing Delay,Low,Resolved,2026-06-29 01:00:00,1,Fog,Low,17.77,1582.87,Customer Notified,75,WH-VAN-005,DRV02318
INC016826,SHP052005,TRK1406870810,Canada Post,Vancouver,Kelowna,Lost Package,Medium,Resolved,2026-06-21 13:00:00,8,Rain,Low,17.95,1017.83,Carrier Investigation,45,WH-HFX-003,DRV02404
INC002458,SHP005229,TRK1027276140,Canada Post,Ottawa,Toronto,Customs Hold,Low,Under Investigation,2026-04-12 19:00:00,2,Clear,Medium,8.8,1235.91,Driver Reassigned,12,WH-MTL-002,DRV02136
INC005424,SHP013365,TRK4129543787,UPS,Ottawa,Toronto,Weather Delay,Medium,Resolved,2026-05-03 15:00:00,12,Clear,Low,9.55,2008.2,Refund Issued,95,WH-HFX-003,DRV02023
INC014345,SHP063470,TRK8149472304,Canada Post,Halifax,Moncton,Failed Delivery Attempt,Low,Resolved,2026-05-15 13:00:00,8,Clear,Medium,11.95,2297.39,Shipment Reprocessed,23,WH-VAN-005,DRV00154
INC024600,SHP013100,TRK8105672813,Purolator,Calgary,Edmonton,Traffic Disruption,Medium,Resolved,2026-02-28 03:00:00,2,Rain,High,26.8,2475.53,Delivery Rescheduled,20,WH-OTT-006,DRV00665
INC016689,SHP086666,TRK4592095297,UPS,Toronto,Montreal,Mechanical Failure,Low,Resolved,2026-06-06 08:00:00,8,Clear,Low,7.45,1984.78,Shipment Reprocessed,32,WH-OTT-006,DRV00373
INC012588,SHP072145,TRK6562879185,UPS,Vancouver,Kelowna,Traffic Disruption,Medium,Escalated,2026-04-16 14:00:00,2,Clear,Medium,8.8,950.3,Delivery Rescheduled,28,WH-VAN-005,DRV02051
INC012788,SHP068886,TRK5505236893,Canada Post,Calgary,Edmonton,Failed Delivery Attempt,Low,Resolved,2026-05-25 15:00:00,1,Fog,Low,17.77,1753.24,Customer Notified,11,WH-CGY-004,DRV01853
INC013136,SHP059174,TRK4868945110,Purolator,Ottawa,Toronto,Weather Delay,Low,Escalated,2026-01-09 08:00:00,1,Snow,Low,23.02,1073.59,Shipment Reprocessed,38,WH-TOR-001,DRV00029
INC019898,SHP094850,TRK2663633208,Canada Post,Ottawa,Toronto,Traffic Disruption,Medium,Under Investigation,2026-06-25 21:00:00,4,Cloudy,Low,8.85,2129.95,Route Reassigned,67,WH-CGY-004,DRV01621
INC008897,SHP028165,TRK6936068126,UPS,Ottawa,Toronto,Customs Hold,Medium,Under Investigation,2026-02-13 02:00:00,0,Storm,High,43.25,2315.81,Route Reassigned,75,WH-OTT-006,DRV01852
INC006781,SHP030470,TRK9975437810,DHL,Vancouver,Kelowna,Weather Delay,Low,Resolved,2026-02-23 14:00:00,2,Cloudy,Medium,12.3,1353.53,Refund Issued,20,WH-VAN-005,DRV01298
INC006032,SHP009776,TRK7823111452,DHL,Halifax,Moncton,Lost Package,Low,Resolved,2026-05-04 18:00:00,1,Rain,Medium,18.77,1714.42,Delivery Rescheduled,4,WH-OTT-006,DRV01761
INC000118,SHP049166,TRK1795373373,Canada Post,Toronto,Montreal,Damaged Shipment,Critical,Under Investigation,2026-05-27 10:00:00,2,Rain,Low,14.8,1024.75,Shipment Reprocessed,93,WH-TOR-001,DRV00787
INC005243,SHP077684,TRK9788273961,Purolator,Vancouver,Kelowna,Lost Package,Critical,Resolved,2026-05-18 06:00:00,0,Storm,High,43.25,128.37,Customer Notified,88,WH-VAN-005,DRV00700
INC018740,SHP000630,TRK7278411022,Canada Post,Halifax,Moncton,Traffic Disruption,Low,Under Investigation,2026-05-01 10:00:00,2,Clear,High,16.3,1657.65,Delivery Rescheduled,88,WH-TOR-001,DRV00364
INC007138,SHP032111,TRK8941083470,FedEx,Vancouver,Kelowna,Mechanical Failure,Low,Resolved,2026-06-13 09:00:00,2,Clear,High,16.3,1339.38,Customer Notified,81,WH-CGY-004,DRV02323
INC019403,SHP019307,TRK1806967009,Canada Post,Ottawa,Toronto,Weather Delay,Low,Resolved,2026-02-18 12:00:00,8,Clear,Medium,11.95,743.34,Customer Notified,2,WH-CGY-004,DRV01539
INC022831,SHP053118,TRK7179596770,UPS,Halifax,Moncton,Customs Hold,Medium,Resolved,2026-04-06 09:00:00,48,Cloudy,Medium,36.45,323.26,Route Reassigned,4,WH-VAN-005,DRV02314
INC016804,SHP005092,TRK3674426699,Canada Post,Toronto,Montreal,Address Issue,High,Escalated,2026-06-23 14:00:00,1,Clear,High,15.78,926.8,Customer Notified,95,WH-CGY-004,DRV02317
INC014924,SHP066884,TRK8531275159,UPS,Halifax,Moncton,Damaged Shipment,Low,Resolved,2026-05-25 06:00:00,1,Rain,Medium,18.77,1228.75,Refund Issued,39,WH-HFX-003,DRV00093
INC016510,SHP036168,TRK4640975804,UPS,Ottawa,Toronto,Traffic Disruption,Medium,Resolved,2026-06-25 19:00:00,24,Clear,Low,15.85,136.54,Carrier Investigation,75,WH-MTL-002,DRV02325
INC023192,SHP025517,TRK6442080939,Purolator,Calgary,Edmonton,Lost Package,High,Resolved,2026-03-10 21:00:00,1,Cloudy,Severe,26.78,1551.99,Customer Notified,93,WH-CGY-004,DRV00497
INC023612,SHP057078,TRK5957005261,FedEx,Calgary,Edmonton,Carrier Delay,Medium,Under Investigation,2026-02-24 08:00:00,24,Cloudy,Medium,23.85,974.1,Carrier Investigation,16,WH-VAN-005,DRV00527
INC017206,SHP045973,TRK2579402045,FedEx,Vancouver,Kelowna,Mechanical Failure,Medium,Under Investigation,2026-01-23 20:00:00,24,Clear,Low,15.85,2062.6,Customer Notified,50,WH-VAN-005,DRV00293
INC008482,SHP016108,TRK3535136994,DHL,Toronto,Montreal,Failed Delivery Attempt,Medium,Resolved,2026-02-06 09:00:00,72,Fog,High,57.25,1877.62,Carrier Investigation,49,WH-CGY-004,DRV00817
INC009943,SHP029211,TRK6199261743,FedEx,Halifax,Moncton,Weather Delay,Low,Resolved,2026-06-26 05:00:00,1,Clear,Medium,8.28,323.91,Driver Reassigned,47,WH-CGY-004,DRV00929
INC007220,SHP011060,TRK8661482684,DHL,Ottawa,Toronto,Warehouse Processing Delay,Low,Resolved,2026-02-13 12:00:00,12,Snow,Medium,33.3,307.39,Customer Notified,11,WH-HFX-003,DRV01766
INC009712,SHP077308,TRK7824831138,Canada Post,Ottawa,Toronto,Customs Hold,High,Resolved,2026-05-12 16:00:00,12,Rain,Medium,24.55,2111.65,Driver Reassigned,30,WH-CGY-004,DRV00815
INC023209,SHP040875,TRK2360059886,Canada Post,Halifax,Moncton,Traffic Disruption,High,Resolved,2026-03-21 14:00:00,1,Cloudy,High,19.27,2299.96,Route Reassigned,92,WH-TOR-001,DRV02013
INC008799,SHP051812,TRK7634375785,Purolator,Ottawa,Toronto,Warehouse Processing Delay,Low,Escalated,2026-06-11 05:00:00,12,Snow,Low,28.8,2399.72,Customer Notified,22,WH-VAN-005,DRV00886
INC018093,SHP076766,TRK3791798582,UPS,Ottawa,Toronto,Lost Package,Low,Resolved,2026-05-29 21:00:00,12,Clear,Medium,14.05,2255.72,Customer Notified,5,WH-HFX-003,DRV01990
INC003903,SHP071192,TRK6355283936,DHL,Halifax,Moncton,Mechanical Failure,High,Open,2026-02-03 09:00:00,48,Clear,Medium,32.95,655.31,Route Reassigned,78,WH-OTT-006,DRV00384
INC005607,SHP065682,TRK2524664159,UPS,Halifax,Moncton,Traffic Disruption,Low,Resolved,2026-04-05 15:00:00,8,Clear,Medium,11.95,475.89,Refund Issued,94,WH-MTL-002,DRV01027
INC007338,SHP087274,TRK9044142717,Canada Post,Calgary,Edmonton,Customs Hold,Medium,Open,2026-02-06 06:00:00,12,Clear,Medium,14.05,909.7,Warehouse Escalation,88,WH-HFX-003,DRV01053
INC001495,SHP050022,TRK8542707522,UPS,Vancouver,Kelowna,Customs Hold,High,Resolved,2026-05-18 22:00:00,8,Fog,High,33.45,1147.99,Delivery Rescheduled,93,WH-VAN-005,DRV01964
INC007806,SHP094606,TRK4681766551,DHL,Calgary,Edmonton,Failed Delivery Attempt,Low,Resolved,2026-02-24 10:00:00,12,Snow,Medium,33.3,568.46,Warehouse Escalation,64,WH-HFX-003,DRV00358
INC009564,SHP029338,TRK7874724668,UPS,Toronto,Montreal,Lost Package,Low,Under Investigation,2026-05-13 00:00:00,12,Clear,Medium,14.05,677.52,Driver Reassigned,35,WH-MTL-002,DRV00076
INC001281,SHP014872,TRK5588548134,DHL,Halifax,Moncton,Damaged Shipment,Medium,Under Investigation,2026-06-13 09:00:00,8,Clear,Low,7.45,351.16,Refund Issued,23,WH-HFX-003,DRV01983
INC020959,SHP033443,TRK2283068329,UPS,Calgary,Edmonton,Weather Delay,Low,Resolved,2026-06-28 01:00:00,2,Clear,Low,4.3,849.02,Route Reassigned,34,WH-CGY-004,DRV00690
INC004855,SHP050131,TRK9389592215,UPS,Ottawa,Toronto,Weather Delay,High,Escalated,2026-04-19 18:00:00,4,Rain,Medium,20.35,1831.73,Route Reassigned,46,WH-TOR-001,DRV00751
INC009102,SHP033884,TRK8434484380,UPS,Vancouver,Kelowna,Weather Delay,Medium,Resolved,2026-05-16 19:00:00,1,Clear,Low,3.78,2060.15,Driver Reassigned,87,WH-OTT-006,DRV00369
INC004358,SHP073836,TRK9120537855,DHL,Vancouver,Kelowna,Lost Package,Medium,Resolved,2026-02-27 13:00:00,8,Clear,Low,7.45,1451.29,Delivery Rescheduled,79,WH-TOR-001,DRV00744
INC008862,SHP000478,TRK9623292065,UPS,Calgary,Edmonton,Failed Delivery Attempt,Low,Resolved,2026-04-19 03:00:00,48,Rain,Low,38.95,2124.74,Refund Issued,5,WH-HFX-003,DRV00563
INC001689,SHP099999,TRK3594731636,Purolator,Vancouver,Kelowna,Traffic Disruption,Medium,Open,2026-03-15 23:00:00,2,Rain,Medium,19.3,816.91,Driver Reassigned,21,WH-MTL-002,DRV01710
INC021051,SHP004418,TRK1062787752,UPS,Halifax,Moncton,Warehouse Processing Delay,Medium,Resolved,2026-05-01 00:00:00,1,Clear,Medium,8.28,573.72,Shipment Reprocessed,39,WH-MTL-002,DRV00873
INC008160,SHP067423,TRK3275514614,UPS,Vancouver,Kelowna,Damaged Shipment,High,Under Investigation,2026-04-25 20:00:00,1,Rain,High,26.28,1696.65,Refund Issued,47,WH-OTT-006,DRV00705
INC006881,SHP072036,TRK8518830256,DHL,Vancouver,Kelowna,Lost Package,Medium,Resolved,2026-03-14 20:00:00,2,Clear,Medium,8.8,2003.93,Refund Issued,31,WH-TOR-001,DRV01976
INC017518,SHP025337,TRK2046654395,DHL,Halifax,Moncton,Warehouse Processing Delay,Medium,Resolved,2026-01-26 21:00:00,8,Fog,Medium,25.95,2343.54,Refund Issued,19,WH-CGY-004,DRV02469
INC003808,SHP073003,TRK8978777323,UPS,Toronto,Montreal,Warehouse Processing Delay,Medium,Under Investigation,2026-01-09 10:00:00,1,Clear,Low,3.78,838.34,Warehouse Escalation,4,WH-TOR-001,DRV01846
INC000046,SHP034428,TRK4247464923,UPS,Calgary,Edmonton,Warehouse Processing Delay,Critical,Under Investigation,2026-06-20 21:00:00,2,Fog,Low,18.3,1319.91,Customer Notified,3,WH-HFX-003,DRV00372
INC021255,SHP037242,TRK4454084291,UPS,Ottawa,Toronto,Address Issue,Low,Open,2026-03-16 03:00:00,4,Clear,Low,5.35,1464.93,Delivery Rescheduled,20,WH-HFX-003,DRV02048
INC011386,SHP066847,TRK1995153777,Canada Post,Halifax,Moncton,Weather Delay,Medium,Under Investigation,2026-02-27 01:00:00,1,Clear,Low,3.78,2267.65,Shipment Reprocessed,84,WH-TOR-001,DRV00327
INC020732,SHP057353,TRK2787665681,Canada Post,Toronto,Montreal,Weather Delay,High,Resolved,2026-02-07 21:00:00,4,Snow,Medium,29.1,675.82,Delivery Rescheduled,19,WH-OTT-006,DRV01321
INC019830,SHP042414,TRK3560676879,DHL,Toronto,Montreal,Mechanical Failure,Low,Resolved,2026-05-30 21:00:00,1,Fog,Medium,22.28,2360.71,Carrier Investigation,25,WH-OTT-006,DRV02291
INC012096,SHP072439,TRK7016614497,Purolator,Calgary,Edmonton,Carrier Delay,Low,Resolved,2026-05-13 03:00:00,12,Clear,Medium,14.05,1317.91,Warehouse Escalation,28,WH-VAN-005,DRV02324
INC010636,SHP041977,TRK4733966128,Purolator,Toronto,Montreal,Traffic Disruption,Low,Resolved,2026-01-31 13:00:00,4,Clear,Low,5.35,675.9,Customer Notified,32,WH-HFX-003,DRV01785
INC002728,SHP072511,TRK7265523136,Purolator,Ottawa,Toronto,Warehouse Processing Delay,Low,Resolved,2026-01-10 07:00:00,2,Rain,Low,14.8,2253.43,Delivery Rescheduled,29,WH-VAN-005,DRV01805
INC023117,SHP035286,TRK3249172432,UPS,Calgary,Edmonton,Customs Hold,Low,Resolved,2026-07-01 13:00:00,8,Snow,Low,26.7,1474.26,Delivery Rescheduled,43,WH-VAN-005,DRV01691
INC017999,SHP073997,TRK5425847493,Canada Post,Calgary,Edmonton,Failed Delivery Attempt,Low,Resolved,2026-03-30 00:00:00,0,Storm,High,43.25,1443.65,Delivery Rescheduled,5,WH-VAN-005,DRV01357
INC008653,SHP071506,TRK6285762063,FedEx,Calgary,Edmonton,Weather Delay,Medium,Resolved,2026-05-19 05:00:00,4,Fog,Low,19.35,1737.18,Customer Notified,87,WH-VAN-005,DRV01432
INC023662,SHP073037,TRK2980851806,Purolator,Vancouver,Kelowna,Customs Hold,High,Resolved,2026-01-26 09:00:00,4,Cloudy,Medium,13.35,1503.19,Refund Issued,25,WH-TOR-001,DRV02484
INC004379,SHP038211,TRK5889119567,FedEx,Calgary,Edmonton,Damaged Shipment,Medium,Open,2026-03-09 05:00:00,12,Cloudy,Medium,17.55,1895.0,Driver Reassigned,42,WH-MTL-002,DRV01869
INC013381,SHP042291,TRK4322363732,UPS,Calgary,Edmonton,Traffic Disruption,Low,Under Investigation,2026-02-17 23:00:00,48,Clear,Medium,32.95,1075.21,Warehouse Escalation,60,WH-VAN-005,DRV01344
INC020038,SHP071543,TRK2863587006,FedEx,Calgary,Edmonton,Customs Hold,Medium,Resolved,2026-01-09 16:00:00,8,Cloudy,Low,10.95,1594.94,Refund Issued,42,WH-MTL-002,DRV02487
INC009664,SHP080657,TRK4835396761,Canada Post,Calgary,Edmonton,Traffic Disruption,Low,Resolved,2026-01-13 04:00:00,1,Clear,High,15.78,2059.42,Customer Notified,70,WH-CGY-004,DRV00564
INC010638,SHP033375,TRK8926261791,FedEx,Ottawa,Toronto,Mechanical Failure,High,Resolved,2026-01-31 15:00:00,1,Clear,Medium,8.28,1711.43,Customer Notified,63,WH-TOR-001,DRV01908
INC001877,SHP070958,TRK8287886669,DHL,Halifax,Moncton,Traffic Disruption,High,Resolved,2026-05-24 05:00:00,2,Cloudy,Medium,12.3,1789.24,Refund Issued,86,WH-OTT-006,DRV01507
INC020512,SHP060575,TRK4194778131,Purolator,Halifax,Moncton,Failed Delivery Attempt,Medium,Resolved,2026-01-21 17:00:00,2,Fog,Severe,37.8,2467.94,Delivery Rescheduled,72,WH-VAN-005,DRV00691
INC000342,SHP052339,TRK2527505073,Canada Post,Toronto,Montreal,Failed Delivery Attempt,Critical,Under Investigation,2026-06-18 06:00:00,8,Storm,High,47.45,1435.6,Customer Notified,11,WH-OTT-006,DRV02259
INC011649,SHP073292,TRK1567806792,Canada Post,Halifax,Moncton,Failed Delivery Attempt,High,Under Investigation,2026-01-05 15:00:00,8,Snow,Medium,31.2,1447.75,Carrier Investigation,51,WH-TOR-001,DRV01944
INC007186,SHP048390,TRK7180382976,Purolator,Calgary,Edmonton,Damaged Shipment,Critical,Resolved,2026-06-20 15:00:00,2,Cloudy,Low,7.8,2231.19,Warehouse Escalation,64,WH-MTL-002,DRV01760
INC023937,SHP077055,TRK5476159985,FedEx,Calgary,Edmonton,Damaged Shipment,Medium,Resolved,2026-03-14 06:00:00,1,Snow,Medium,27.52,1605.59,Carrier Investigation,35,WH-HFX-003,DRV00265
INC009165,SHP023579,TRK5293042058,Purolator,Vancouver,Kelowna,Failed Delivery Attempt,Critical,Resolved,2026-06-19 18:00:00,12,Snow,High,40.8,240.2,Carrier Investigation,67,WH-MTL-002,DRV01478
INC005792,SHP041386,TRK6851909364,FedEx,Calgary,Edmonton,Weather Delay,Medium,Under Investigation,2026-03-01 10:00:00,4,Cloudy,Low,8.85,1031.74,Carrier Investigation,73,WH-MTL-002,DRV02358
INC008389,SHP015210,TRK1294221581,Canada Post,Ottawa,Toronto,Weather Delay,High,Resolved,2026-01-20 03:00:00,8,Clear,High,19.45,349.05,Driver Reassigned,78,WH-MTL-002,DRV01004
INC000513,SHP077803,TRK7676678454,FedEx,Calgary,Edmonton,Weather Delay,Critical,Resolved,2026-03-06 20:00:00,1,Clear,High,15.78,439.61,Delivery Rescheduled,16,WH-TOR-001,DRV00779
INC017610,SHP061072,TRK8908216579,UPS,Halifax,Moncton,Failed Delivery Attempt,Low,Resolved,2026-07-02 22:00:00,1,Clear,Medium,8.28,2377.4,Customer Notified,87,WH-TOR-001,DRV02038
INC019113,SHP057575,TRK1231388378,DHL,Vancouver,Kelowna,Warehouse Processing Delay,Low,Resolved,2026-02-06 13:00:00,2,Rain,High,26.8,134.99,Warehouse Escalation,86,WH-OTT-006,DRV01179
INC003488,SHP022691,TRK3177476790,DHL,Halifax,Moncton,Carrier Delay,Medium,Resolved,2026-04-08 16:00:00,2,Fog,High,30.3,269.31,Route Reassigned,56,WH-VAN-005,DRV00468
INC023679,SHP060080,TRK5751232376,DHL,Halifax,Moncton,Mechanical Failure,Medium,Open,2026-04-10 06:00:00,8,Cloudy,Low,10.95,1539.45,Warehouse Escalation,48,WH-VAN-005,DRV00790
INC024438,SHP088400,TRK4593069145,Canada Post,Ottawa,Toronto,Traffic Disruption,Low,Resolved,2026-03-25 12:00:00,1,Snow,Low,23.02,1507.55,Customer Notified,70,WH-TOR-001,DRV01391
INC022549,SHP034905,TRK6879826063,Canada Post,Halifax,Moncton,Carrier Delay,Low,Resolved,2026-01-22 19:00:00,4,Cloudy,Low,8.85,1251.92,Shipment Reprocessed,80,WH-CGY-004,DRV00111
INC012517,SHP057302,TRK1369143674,DHL,Calgary,Edmonton,Traffic Disruption,High,Open,2026-01-29 03:00:00,12,Clear,Low,9.55,1689.18,Driver Reassigned,6,WH-CGY-004,DRV01415
INC021425,SHP038726,TRK1675636077,Purolator,Vancouver,Kelowna,Customs Hold,High,Under Investigation,2026-02-03 01:00:00,2,Cloudy,Low,7.8,615.17,Warehouse Escalation,45,WH-HFX-003,DRV00639
INC008433,SHP085185,TRK1762697961,Canada Post,Vancouver,Kelowna,Lost Package,Medium,Resolved,2026-05-12 23:00:00,4,Cloudy,Low,8.85,2354.89,Refund Issued,94,WH-HFX-003,DRV02207
INC020521,SHP033473,TRK6236576389,Purolator,Vancouver,Kelowna,Traffic Disruption,Low,Resolved,2026-04-21 19:00:00,1,Cloudy,High,19.27,1394.71,Delivery Rescheduled,4,WH-CGY-004,DRV01141
INC020785,SHP058223,TRK3504014911,UPS,Toronto,Montreal,Weather Delay,Low,Under Investigation,2026-01-11 09:00:00,2,Rain,Low,14.8,1132.39,Customer Notified,48,WH-HFX-003,DRV00547
INC019804,SHP094891,TRK7451811417,FedEx,Toronto,Montreal,Traffic Disruption,Low,Resolved,2026-01-05 18:00:00,0,Snow,Severe,42.0,2322.34,Route Reassigned,80,WH-HFX-003,DRV01519
INC018052,SHP033834,TRK1476512683,FedEx,Toronto,Montreal,Damaged Shipment,Critical,Resolved,2026-06-07 11:00:00,1,Clear,Low,3.78,519.62,Carrier Investigation,77,WH-VAN-005,DRV00693
INC006756,SHP072687,TRK2461906901,FedEx,Ottawa,Toronto,Damaged Shipment,High,Resolved,2026-01-21 13:00:00,48,Fog,Medium,46.95,343.4,Carrier Investigation,90,WH-HFX-003,DRV01409
INC014490,SHP082648,TRK7749768659,DHL,Toronto,Montreal,Warehouse Processing Delay,Critical,Resolved,2026-05-14 16:00:00,12,Storm,Low,37.55,1314.69,Warehouse Escalation,37,WH-OTT-006,DRV01914
INC007230,SHP042426,TRK1010987709,Canada Post,Halifax,Moncton,Failed Delivery Attempt,High,Resolved,2026-02-28 20:00:00,24,Rain,Medium,30.85,1480.55,Driver Reassigned,66,WH-TOR-001,DRV01532
INC010626,SHP082965,TRK5113641775,DHL,Vancouver,Kelowna,Address Issue,Low,Resolved,2026-05-08 00:00:00,48,Clear,Low,28.45,1490.99,Delivery Rescheduled,79,WH-VAN-005,DRV01402
INC008808,SHP093423,TRK7141497504,FedEx,Vancouver,Kelowna,Weather Delay,Low,Resolved,2026-04-14 12:00:00,48,Fog,Low,42.45,2310.57,Delivery Rescheduled,62,WH-TOR-001,DRV00255
INC006683,SHP036213,TRK9209153344,DHL,Toronto,Montreal,Mechanical Failure,Low,Resolved,2026-02-06 10:00:00,4,Clear,High,17.35,1371.83,Shipment Reprocessed,51,WH-MTL-002,DRV01070
INC019060,SHP018546,TRK1981747250,Canada Post,Toronto,Montreal,Weather Delay,Medium,Resolved,2026-05-05 01:00:00,0,Snow,Severe,42.0,305.53,Carrier Investigation,93,WH-OTT-006,DRV01293
INC020638,SHP050012,TRK6849195449,Canada Post,Halifax,Moncton,Warehouse Processing Delay,Low,Escalated,2026-02-02 07:00:00,4,Clear,Low,5.35,2096.77,Delivery Rescheduled,33,WH-OTT-006,DRV02443
INC024671,SHP059863,TRK9745602060,UPS,Halifax,Moncton,Warehouse Processing Delay,Medium,Resolved,2026-03-12 17:00:00,24,Clear,Medium,20.35,1573.37,Driver Reassigned,62,WH-TOR-001,DRV02130
INC012959,SHP081248,TRK1000576114,Canada Post,Ottawa,Toronto,Failed Delivery Attempt,Low,Resolved,2026-01-02 04:00:00,4,Snow,Low,24.6,1295.05,Driver Reassigned,78,WH-MTL-002,DRV01270
INC005101,SHP019293,TRK8397056218,Canada Post,Vancouver,Kelowna,Customs Hold,Low,Resolved,2026-05-21 05:00:00,2,Fog,Medium,22.8,1019.67,Customer Notified,14,WH-VAN-005,DRV01262
INC014617,SHP026155,TRK7757293903,DHL,Halifax,Moncton,Mechanical Failure,Low,Resolved,2026-01-14 01:00:00,2,Clear,Medium,8.8,2497.03,Shipment Reprocessed,95,WH-HFX-003,DRV02113
INC007594,SHP091984,TRK4011724982,DHL,Vancouver,Kelowna,Weather Delay,Low,Escalated,2026-04-27 06:00:00,12,Clear,High,21.55,1623.8,Route Reassigned,43,WH-TOR-001,DRV00276
INC023915,SHP035362,TRK7176130781,Canada Post,Ottawa,Toronto,Lost Package,Low,Resolved,2026-03-07 02:00:00,24,Cloudy,Medium,23.85,2358.72,Delivery Rescheduled,15,WH-TOR-001,DRV01384
INC023799,SHP099980,TRK3347515738,Canada Post,Vancouver,Kelowna,Carrier Delay,High,Resolved,2026-03-24 15:00:00,4,Snow,Low,24.6,2467.32,Warehouse Escalation,90,WH-CGY-004,DRV01277
INC014219,SHP099605,TRK3696101692,Canada Post,Toronto,Montreal,Lost Package,High,Resolved,2026-03-31 08:00:00,4,Clear,Medium,9.85,848.8,Route Reassigned,32,WH-HFX-003,DRV01006
INC012080,SHP030937,TRK2158897324,FedEx,Vancouver,Kelowna,Traffic Disruption,Medium,Resolved,2026-01-16 00:00:00,1,Clear,High,15.78,1367.55,Driver Reassigned,7,WH-TOR-001,DRV01467
INC004861,SHP019329,TRK7485873931,Canada Post,Halifax,Moncton,Weather Delay,Low,Resolved,2026-02-08 16:00:00,48,Clear,Medium,32.95,2018.12,Delivery Rescheduled,30,WH-TOR-001,DRV02121
