shipment_id,tracking_number,carrier,origin,destination,distance_km,estimated_duration_hours,shipment_date,estimated_delivery_date,actual_delivery_date,shipment_status,delay_hours,package_weight_kg,package_type,shipping_cost_cad,priority_level,service_level,customer_type,weather_condition,traffic_level,warehouse_id,driver_id,fuel_cost_cad,delivery_cost_cad,delay_reason,on_time_delivery,route_risk_score,risk_category,delivery_performance
SHP032741,TRK2303957838,UPS,Ottawa,Toronto,404.47,6.65,2026-02-23,2026-02-24,2026-02-24,Delivered,0,6.89,Fragile,53.76,Same-Day,Priority,Business,Rain,Medium,WH-VAN-005,DRV00699,137.74,191.5,None,1,18.25,Low,On Time
SHP094419,TRK4228943021,UPS,Halifax,Moncton,265.46,4.13,2026-01-14,2026-01-15,2026-01-15,Delivered,0,10.06,Electronics,61.72,Express,Overnight,Enterprise,Clear,Medium,WH-HFX-003,DRV02466,54.43,116.15,None,1,7.75,Low,On Time
SHP048789,TRK7999201393,FedEx,Calgary,Edmonton,300.44,4.62,2026-01-08,2026-01-09,2026-01-09,Delivered,0,36.93,Electronics,75.15,Same-Day,Two-Day,Business,Clear,Medium,WH-HFX-003,DRV02398,70.3,145.45,None,1,7.75,Low,On Time
SHP014709,TRK1489852917,Purolator,Vancouver,Kelowna,390.79,6.06,2026-01-25,2026-01-26,2026-01-26,Delivered,0,31.18,Electronics,73.49,Express,Ground,Enterprise,Clear,Medium,WH-MTL-002,DRV01069,156.95,230.44,None,1,7.75,Low,On Time
SHP058863,TRK6032891306,DHL,Toronto,Montreal,543.55,8.66,2026-03-05,2026-03-07,2026-03-07,Delivered,0,19.54,Documents,94.58,Express,Two-Day,Retail,Cloudy,High,WH-MTL-002,DRV01851,196.0,290.58,None,1,18.75,Low,On Time
SHP076170,TRK7715171745,FedEx,Toronto,Montreal,543.55,8.66,2026-01-05,2026-01-07,2026-01-07,Delivered,0,27.6,Electronics,85.09,Standard,Overnight,Retail,Clear,Low,WH-CGY-004,DRV01204,197.0,282.09,None,1,3.25,Low,On Time
SHP008767,TRK6652050451,DHL,Toronto,Montreal,543.55,8.66,2026-06-12,2026-06-14,2026-06-14,Delivered,0,26.77,Documents,99.06,Standard,Overnight,Retail,Fog,Medium,WH-TOR-001,DRV01965,127.53,226.59,None,1,21.75,Low,On Time
SHP069701,TRK7410014358,FedEx,Halifax,Moncton,265.46,4.13,2026-03-25,2026-03-26,2026-03-26,Delivered,0,31.58,Large Parcel,79.83,Standard,Ground,Enterprise,Clear,Low,WH-OTT-006,DRV02058,81.06,160.89,None,1,3.25,Low,On Time
SHP034871,TRK5381408649,Purolator,Toronto,Montreal,543.55,8.66,2026-05-23,2026-05-25,2026-05-25,Delivered,0,23.36,Small Parcel,83.35,Same-Day,Overnight,Retail,Clear,Medium,WH-MTL-002,DRV00010,161.8,245.15,None,1,7.75,Low,On Time
SHP015097,TRK8091418188,Purolator,Halifax,Moncton,265.46,4.13,2026-06-04,2026-06-05,2026-06-05,Delivered,0,6.51,Fragile,61.13,Standard,Priority,Enterprise,Clear,Medium,WH-CGY-004,DRV02324,63.49,124.62,None,1,7.75,Low,On Time
SHP032988,TRK2731503286,Purolator,Ottawa,Toronto,404.47,6.65,2026-06-22,2026-06-23,2026-06-23,Delivered,0,14.94,Small Parcel,69.52,Express,Priority,Enterprise,Rain,Medium,WH-OTT-006,DRV00163,161.32,230.84,None,1,18.25,Low,On Time
SHP033096,TRK8725344293,FedEx,Toronto,Montreal,543.55,8.66,2026-02-01,2026-02-03,2026-02-03,Delivered,0,4.48,Small Parcel,78.3,Express,Overnight,Retail,Cloudy,Medium,WH-MTL-002,DRV01500,156.15,234.45,None,1,11.25,Low,On Time
SHP026525,TRK2659943163,FedEx,Ottawa,Toronto,404.47,6.65,2026-06-21,2026-06-22,2026-06-22,Delivered,0,43.54,Documents,96.32,Standard,Overnight,Retail,Clear,Medium,WH-TOR-001,DRV02289,161.54,257.86,None,1,7.75,Low,On Time
SHP067803,TRK9227166023,DHL,Calgary,Edmonton,300.44,4.62,2026-06-09,2026-06-10,2026-06-10,Delivered,0,14.15,Large Parcel,53.97,Express,Two-Day,Enterprise,Clear,Low,WH-CGY-004,DRV01694,122.51,176.48,None,1,3.25,Low,On Time
SHP015510,TRK7564467189,UPS,Calgary,Edmonton,300.44,4.62,2026-05-06,2026-05-07,2026-05-07,Delivered,0,8.97,Documents,46.05,Standard,Ground,Retail,Clear,Low,WH-VAN-005,DRV00223,75.28,121.33,None,1,3.25,Low,On Time
SHP023967,TRK8201531323,Canada Post,Halifax,Moncton,265.46,4.13,2026-03-25,2026-03-26,2026-03-26,Delivered,0,18.96,Large Parcel,56.48,Same-Day,Overnight,Enterprise,Clear,Low,WH-MTL-002,DRV01679,109.62,166.1,None,1,3.25,Low,On Time
SHP064729,TRK3906340022,Canada Post,Ottawa,Toronto,404.47,6.65,2026-06-15,2026-06-16,2026-06-16,Delivered,0,11.37,Electronics,72.45,Same-Day,Priority,Enterprise,Clear,Low,WH-MTL-002,DRV00164,144.14,216.59,None,1,3.25,Low,On Time
SHP014874,TRK6581615497,UPS,Calgary,Edmonton,300.44,4.62,2026-06-26,2026-06-27,2026-06-27,Delivered,0,14.34,Documents,73.09,Express,Ground,Enterprise,Fog,Low,WH-HFX-003,DRV00022,103.9,176.99,None,1,17.25,Low,On Time
SHP028573,TRK9207128137,Purolator,Ottawa,Toronto,404.47,6.65,2026-03-16,2026-03-17,2026-03-17,Delayed,12,26.8,Documents,84.46,Express,Overnight,Enterprise,Rain,Low,WH-TOR-001,DRV02234,153.87,238.33,Traffic,0,20.05,Low,Delayed
SHP052028,TRK7612426300,DHL,Toronto,Montreal,543.55,8.66,2026-06-04,2026-06-06,2026-06-06,Delivered,0,36.38,Small Parcel,85.58,Standard,Ground,Retail,Cloudy,Medium,WH-HFX-003,DRV00246,164.2,249.78,None,1,11.25,Low,On Time
SHP092340,TRK8550511280,UPS,Halifax,Moncton,265.46,4.13,2026-01-12,2026-01-13,2026-01-13,Minor Delay,2,16.63,Small Parcel,55.1,Standard,Two-Day,Business,Fog,Low,WH-VAN-005,DRV00372,63.14,118.24,Weather,0,18.3,Low,Slight Delay
SHP071092,TRK2773376602,Canada Post,Vancouver,Kelowna,390.79,6.06,2026-06-16,2026-06-17,2026-06-18,Delayed,24,2.49,Small Parcel,47.76,Same-Day,Overnight,Retail,Clear,High,WH-OTT-006,DRV00133,113.31,161.07,Traffic,0,27.85,Medium,Delayed
SHP075048,TRK8552022401,Purolator,Ottawa,Toronto,404.47,6.65,2026-04-14,2026-04-15,2026-04-15,Minor Delay,8,1.7,Large Parcel,61.49,Standard,Priority,Retail,Clear,Low,WH-TOR-001,DRV02205,141.29,202.78,Weather,0,7.45,Low,Slight Delay
SHP007188,TRK5821057555,UPS,Toronto,Montreal,543.55,8.66,2026-03-02,2026-03-04,2026-03-04,Minor Delay,4,13.1,Medium Parcel,76.83,Express,Overnight,Enterprise,Clear,High,WH-MTL-002,DRV02276,127.53,204.36,Warehouse Delay,0,17.35,Low,Slight Delay
SHP092696,TRK1407981041,Purolator,Calgary,Edmonton,300.44,4.62,2026-04-16,2026-04-17,2026-04-17,Minor Delay,8,34.88,Medium Parcel,88.38,Same-Day,Priority,Business,Clear,Medium,WH-VAN-005,DRV02259,70.57,158.95,Traffic,0,11.95,Low,Slight Delay
SHP094166,TRK1599984208,Purolator,Ottawa,Toronto,404.47,6.65,2026-01-31,2026-02-01,2026-02-01,Minor Delay,2,7.55,Medium Parcel,65.69,Standard,Priority,Retail,Fog,High,WH-TOR-001,DRV01274,162.46,228.15,Carrier Delay,0,30.3,Medium,Slight Delay
SHP098603,TRK8208190781,UPS,Calgary,Edmonton,300.44,4.62,2026-04-10,2026-04-11,2026-04-11,Delivered,0,43.98,Fragile,80.1,Standard,Priority,Business,Rain,Medium,WH-CGY-004,DRV02312,82.14,162.24,None,1,18.25,Low,On Time
SHP022251,TRK8764436423,UPS,Calgary,Edmonton,300.44,4.62,2026-05-14,2026-05-15,2026-05-15,Minor Delay,4,29.4,Fragile,79.81,Standard,Overnight,Retail,Cloudy,Medium,WH-HFX-003,DRV01317,100.78,180.59,Traffic,0,13.35,Low,Slight Delay
SHP071004,TRK3252577117,UPS,Calgary,Edmonton,300.44,4.62,2026-02-07,2026-02-08,2026-02-08,Delivered,0,12.91,Small Parcel,71.17,Same-Day,Overnight,Retail,Fog,Low,WH-HFX-003,DRV00465,56.98,128.15,None,1,17.25,Low,On Time
SHP022776,TRK5296057558,FedEx,Toronto,Montreal,543.55,8.66,2026-03-31,2026-04-02,2026-04-02,Delivered,0,9.74,Large Parcel,62.46,Standard,Two-Day,Retail,Cloudy,Medium,WH-CGY-004,DRV01838,156.31,218.77,None,1,11.25,Low,On Time
SHP060988,TRK4129383163,UPS,Calgary,Edmonton,300.44,4.62,2026-06-17,2026-06-18,2026-06-18,Minor Delay,4,4.85,Electronics,42.85,Standard,Two-Day,Enterprise,Clear,Low,WH-HFX-003,DRV01604,56.12,98.97,Traffic,0,5.35,Low,Slight Delay
SHP083386,TRK9784896735,FedEx,Ottawa,Toronto,404.47,6.65,2026-02-22,2026-02-23,2026-02-23,Minor Delay,2,43.93,Documents,83.18,Express,Two-Day,Enterprise,Cloudy,Medium,WH-CGY-004,DRV01971,73.24,156.42,Weather,0,12.3,Low,Slight Delay
SHP076815,TRK7254323831,Canada Post,Calgary,Edmonton,300.44,4.62,2026-03-09,2026-03-10,2026-03-10,Delivered,0,25.39,Fragile,65.84,Standard,Two-Day,Enterprise,Cloudy,Low,WH-MTL-002,DRV02151,91.34,157.18,None,1,6.75,Low,On Time
SHP023283,TRK8938700103,UPS,Ottawa,Toronto,404.47,6.65,2026-02-03,2026-02-04,2026-02-04,Delivered,0,19.41,Electronics,77.58,Express,Overnight,Business,Cloudy,Low,WH-TOR-001,DRV02183,87.99,165.57,None,1,6.75,Low,On Time
SHP074710,TRK3321311082,DHL,Calgary,Edmonton,300.44,4.62,2026-06-18,2026-06-19,2026-06-19,Delivered,0,3.16,Medium Parcel,38.83,Standard,Two-Day,Business,Cloudy,Low,WH-MTL-002,DRV00771,117.38,156.21,None,1,6.75,Low,On Time
SHP063281,TRK7324345220,UPS,Toronto,Montreal,543.55,8.66,2026-06-17,2026-06-19,2026-06-19,Delivered,0,3.89,Large Parcel,73.32,Express,Priority,Business,Clear,Medium,WH-CGY-004,DRV00828,226.13,299.45,None,1,7.75,Low,On Time
SHP070709,TRK6439900852,Canada Post,Calgary,Edmonton,300.44,4.62,2026-05-16,2026-05-17,2026-05-17,Delivered,0,26.97,Medium Parcel,60.38,Same-Day,Ground,Retail,Fog,Medium,WH-MTL-002,DRV00139,97.9,158.28,None,1,21.75,Low,On Time
SHP040475,TRK3674270546,Canada Post,Ottawa,Toronto,404.47,6.65,2026-05-04,2026-05-05,2026-05-05,Delivered,0,40.0,Documents,99.81,Standard,Overnight,Business,Fog,Low,WH-MTL-002,DRV00099,124.7,224.51,None,1,17.25,Low,On Time
SHP056268,TRK9786663015,Canada Post,Calgary,Edmonton,300.44,4.62,2026-06-12,2026-06-13,2026-06-13,Delivered,0,23.11,Small Parcel,75.31,Same-Day,Two-Day,Enterprise,Clear,Medium,WH-CGY-004,DRV01025,106.11,181.42,None,1,7.75,Low,On Time
SHP062439,TRK3017631029,Canada Post,Calgary,Edmonton,300.44,4.62,2026-04-21,2026-04-22,2026-04-22,Delivered,0,10.18,Documents,56.71,Same-Day,Priority,Enterprise,Clear,High,WH-MTL-002,DRV01902,62.56,119.27,None,1,15.25,Low,On Time
SHP066689,TRK4145647036,UPS,Vancouver,Kelowna,390.79,6.06,2026-06-17,2026-06-18,2026-06-18,Delivered,0,35.87,Documents,82.73,Same-Day,Overnight,Retail,Clear,Low,WH-HFX-003,DRV02411,147.36,230.09,None,1,3.25,Low,On Time
SHP007947,TRK8727595789,FedEx,Vancouver,Kelowna,390.79,6.06,2026-04-28,2026-04-29,2026-04-29,Delivered,0,32.28,Electronics,95.19,Express,Ground,Business,Rain,Low,WH-MTL-002,DRV00341,156.78,251.97,None,1,13.75,Low,On Time
SHP055441,TRK5494917788,Canada Post,Ottawa,Toronto,404.47,6.65,2026-05-16,2026-05-17,2026-05-17,Delivered,0,34.1,Fragile,99.07,Same-Day,Priority,Business,Snow,Medium,WH-HFX-003,DRV02110,162.13,261.2,None,1,27.0,Medium,On Time
SHP071649,TRK5412137198,FedEx,Calgary,Edmonton,300.44,4.62,2026-02-10,2026-02-11,2026-02-11,Minor Delay,2,24.94,Small Parcel,83.48,Same-Day,Priority,Business,Clear,High,WH-MTL-002,DRV01203,107.19,190.67,Weather,0,16.3,Low,Slight Delay
SHP057664,TRK8751171704,UPS,Toronto,Montreal,543.55,8.66,2026-04-15,2026-04-17,2026-04-17,Delivered,0,24.41,Electronics,84.86,Express,Two-Day,Enterprise,Clear,Low,WH-HFX-003,DRV00222,147.36,232.22,None,1,3.25,Low,On Time
SHP002117,TRK1684730362,DHL,Vancouver,Kelowna,390.79,6.06,2026-06-06,2026-06-07,2026-06-07,Delivered,0,35.22,Fragile,86.88,Same-Day,Two-Day,Retail,Clear,Medium,WH-CGY-004,DRV01518,144.75,231.63,None,1,7.75,Low,On Time
SHP089585,TRK3856973698,Canada Post,Calgary,Edmonton,300.44,4.62,2026-03-30,2026-03-31,2026-03-31,Minor Delay,1,25.93,Fragile,84.01,Express,Ground,Business,Snow,Low,WH-OTT-006,DRV01333,115.35,199.36,Traffic,0,23.02,Low,Slight Delay
SHP079871,TRK3997831732,Canada Post,Halifax,Moncton,265.46,4.13,2026-06-28,2026-06-29,2026-06-29,Delivered,0,37.85,Large Parcel,84.06,Same-Day,Overnight,Enterprise,Cloudy,Severe,WH-MTL-002,DRV01443,104.01,188.07,None,1,26.25,Medium,On Time
SHP036304,TRK6396550591,Purolator,Halifax,Moncton,265.46,4.13,2026-01-31,2026-02-01,2026-02-01,Delivered,0,9.69,Medium Parcel,51.47,Standard,Priority,Retail,Snow,High,WH-TOR-001,DRV00772,99.79,151.26,None,1,34.5,Medium,On Time
SHP057695,TRK8961604182,DHL,Halifax,Moncton,265.46,4.13,2026-03-25,2026-03-26,2026-03-26,Delivered,0,32.73,Medium Parcel,85.55,Same-Day,Two-Day,Enterprise,Clear,Medium,WH-MTL-002,DRV01303,107.3,192.85,None,1,7.75,Low,On Time
SHP024274,TRK4975524924,FedEx,Toronto,Montreal,543.55,8.66,2026-02-03,2026-02-05,2026-02-05,Delivered,0,41.61,Small Parcel,110.09,Same-Day,Ground,Retail,Clear,High,WH-OTT-006,DRV00324,163.36,273.45,None,1,15.25,Low,On Time
SHP055546,TRK5794471502,FedEx,Vancouver,Kelowna,390.79,6.06,2026-02-21,2026-02-22,2026-02-22,Delivered,0,42.95,Small Parcel,84.6,Same-Day,Overnight,Retail,Clear,High,WH-CGY-004,DRV01131,138.22,222.82,None,1,15.25,Low,On Time
SHP074635,TRK3757592670,UPS,Halifax,Moncton,265.46,4.13,2026-03-24,2026-03-25,2026-03-26,Delayed,24,10.39,Fragile,62.81,Standard,Ground,Enterprise,Rain,High,WH-TOR-001,DRV01785,51.13,113.94,Mechanical Issue,0,38.35,Medium,Delayed
SHP033910,TRK4139130457,DHL,Toronto,Montreal,543.55,8.66,2026-01-26,2026-01-28,2026-01-28,Delivered,0,29.94,Medium Parcel,95.33,Express,Overnight,Retail,Snow,Low,WH-CGY-004,DRV00132,146.25,241.58,None,1,22.5,Low,On Time
SHP030773,TRK2475304140,UPS,Calgary,Edmonton,300.44,4.62,2026-03-12,2026-03-13,2026-03-13,Delivered,0,43.6,Medium Parcel,87.34,Express,Two-Day,Enterprise,Clear,Medium,WH-OTT-006,DRV02178,101.92,189.26,None,1,7.75,Low,On Time
SHP026886,TRK4849359009,Purolator,Vancouver,Kelowna,390.79,6.06,2026-02-21,2026-02-22,2026-02-22,Minor Delay,4,9.36,Documents,71.35,Standard,Overnight,Business,Snow,Low,WH-MTL-002,DRV01197,105.92,177.27,Weather,0,24.6,Low,Slight Delay
SHP062754,TRK8862130887,FedEx,Calgary,Edmonton,300.44,4.62,2026-05-20,2026-05-21,2026-05-21,Delivered,0,15.2,Electronics,60.1,Same-Day,Overnight,Business,Clear,Low,WH-MTL-002,DRV02362,77.62,137.72,None,1,3.25,Low,On Time
SHP063729,TRK6296997363,Purolator,Halifax,Moncton,265.46,4.13,2026-04-26,2026-04-27,2026-04-27,Delivered,0,7.85,Documents,55.73,Standard,Ground,Enterprise,Clear,Medium,WH-VAN-005,DRV01381,96.37,152.1,None,1,7.75,Low,On Time
SHP006222,TRK2992934255,Purolator,Halifax,Moncton,265.46,4.13,2026-05-31,2026-06-01,2026-06-01,Delivered,0,13.36,Small Parcel,55.03,Standard,Priority,Retail,Snow,Low,WH-TOR-001,DRV00896,77.42,132.45,None,1,22.5,Low,On Time
SHP091264,TRK1244429316,FedEx,Halifax,Moncton,265.46,4.13,2026-04-24,2026-04-25,2026-04-26,Delayed,24,13.48,Documents,51.31,Express,Overnight,Retail,Clear,High,WH-OTT-006,DRV00150,66.97,118.28,Carrier Delay,0,27.85,Medium,Delayed
SHP093895,TRK1601188163,DHL,Toronto,Montreal,543.55,8.66,2026-05-27,2026-05-29,2026-05-29,Delivered,0,22.36,Electronics,80.05,Standard,Two-Day,Business,Clear,Low,WH-TOR-001,DRV01577,215.43,295.48,None,1,3.25,Low,On Time
SHP040820,TRK9711890597,Canada Post,Halifax,Moncton,265.46,4.13,2026-01-26,2026-01-27,2026-01-27,Delivered,0,21.35,Small Parcel,51.98,Standard,Overnight,Retail,Clear,Medium,WH-OTT-006,DRV01902,91.71,143.69,None,1,7.75,Low,On Time
SHP016266,TRK9260392423,UPS,Halifax,Moncton,265.46,4.13,2026-04-17,2026-04-18,2026-04-18,Delivered,0,32.79,Large Parcel,72.64,Standard,Two-Day,Enterprise,Fog,Medium,WH-OTT-006,DRV01269,57.05,129.69,None,1,21.75,Low,On Time
SHP089684,TRK2340388317,DHL,Vancouver,Kelowna,390.79,6.06,2026-01-11,2026-01-12,2026-01-12,Delivered,0,13.55,Fragile,58.59,Standard,Two-Day,Retail,Clear,Medium,WH-VAN-005,DRV01076,88.58,147.17,None,1,7.75,Low,On Time
SHP001572,TRK5015200853,Purolator,Vancouver,Kelowna,390.79,6.06,2026-06-02,2026-06-03,2026-06-03,Delivered,0,26.12,Fragile,77.01,Same-Day,Ground,Business,Clear,Medium,WH-VAN-005,DRV01712,150.86,227.87,None,1,7.75,Low,On Time
SHP095733,TRK8977998647,DHL,Toronto,Montreal,543.55,8.66,2026-01-29,2026-01-31,2026-01-31,Delivered,0,43.73,Large Parcel,104.98,Express,Two-Day,Business,Cloudy,High,WH-VAN-005,DRV01847,171.91,276.89,None,1,18.75,Low,On Time
SHP053706,TRK2838443690,FedEx,Vancouver,Kelowna,390.79,6.06,2026-04-12,2026-04-13,2026-04-13,Delivered,0,8.34,Medium Parcel,56.9,Standard,Two-Day,Retail,Snow,Medium,WH-TOR-001,DRV01012,121.95,178.85,None,1,27.0,Medium,On Time
SHP002466,TRK7549173799,Canada Post,Vancouver,Kelowna,390.79,6.06,2026-02-25,2026-02-26,2026-02-26,Minor Delay,2,40.77,Electronics,90.75,Standard,Overnight,Business,Clear,Medium,WH-VAN-005,DRV00879,160.39,251.14,Weather,0,8.8,Low,Slight Delay
SHP099945,TRK2786544175,Purolator,Ottawa,Toronto,404.47,6.65,2026-04-01,2026-04-02,2026-04-02,Minor Delay,2,15.45,Electronics,64.54,Express,Priority,Business,Rain,Low,WH-MTL-002,DRV01495,93.13,157.67,Weather,0,14.8,Low,Slight Delay
SHP047996,TRK2761606198,DHL,Calgary,Edmonton,300.44,4.62,2026-01-03,2026-01-04,2026-01-04,Minor Delay,1,23.55,Documents,63.14,Same-Day,Ground,Retail,Rain,High,WH-TOR-001,DRV00651,114.43,177.57,Warehouse Delay,0,26.28,Medium,Slight Delay
SHP065829,TRK9375134361,FedEx,Vancouver,Kelowna,390.79,6.06,2026-05-07,2026-05-08,2026-05-08,Minor Delay,2,30.93,Documents,76.13,Standard,Two-Day,Enterprise,Storm,Medium,WH-TOR-001,DRV01088,107.54,183.67,Warehouse Delay,0,36.8,Medium,Slight Delay
SHP019988,TRK3716017149,FedEx,Ottawa,Toronto,404.47,6.65,2026-06-24,2026-06-25,2026-06-25,Delivered,0,12.61,Medium Parcel,66.53,Same-Day,Two-Day,Retail,Fog,Medium,WH-MTL-002,DRV00619,78.56,145.09,None,1,21.75,Low,On Time
SHP017909,TRK6622917965,FedEx,Halifax,Moncton,265.46,4.13,2026-05-31,2026-06-01,2026-06-01,Delivered,0,23.34,Small Parcel,71.26,Standard,Ground,Retail,Rain,Medium,WH-HFX-003,DRV00846,49.53,120.79,None,1,18.25,Low,On Time
SHP096054,TRK6065002812,DHL,Ottawa,Toronto,404.47,6.65,2026-03-30,2026-03-31,2026-03-31,Minor Delay,2,41.03,Fragile,82.97,Standard,Overnight,Enterprise,Clear,Medium,WH-MTL-002,DRV00331,104.27,187.24,Mechanical Issue,0,8.8,Low,Slight Delay
SHP063926,TRK2599028328,UPS,Calgary,Edmonton,300.44,4.62,2026-01-08,2026-01-09,2026-01-09,Delivered,0,11.79,Large Parcel,50.97,Standard,Two-Day,Retail,Fog,Medium,WH-HFX-003,DRV01767,79.0,129.97,None,1,21.75,Low,On Time
SHP052657,TRK9663525151,DHL,Toronto,Montreal,543.55,8.66,2026-05-22,2026-05-24,2026-05-24,Delivered,0,14.85,Small Parcel,85.62,Same-Day,Ground,Business,Clear,High,WH-OTT-006,DRV00079,146.73,232.35,None,1,15.25,Low,On Time
SHP071845,TRK9456715796,Purolator,Toronto,Montreal,543.55,8.66,2026-02-22,2026-02-24,2026-02-26,Critical Delay,48,35.05,Documents,104.95,Express,Ground,Retail,Rain,Medium,WH-MTL-002,DRV01603,191.09,296.04,Traffic,0,43.45,Medium,Severely Delayed
SHP042765,TRK6563925685,FedEx,Halifax,Moncton,265.46,4.13,2026-02-20,2026-02-21,2026-02-21,Delivered,0,41.49,Electronics,75.54,Express,Overnight,Enterprise,Clear,High,WH-HFX-003,DRV01272,111.31,186.85,None,1,15.25,Low,On Time
SHP079548,TRK1220342435,Purolator,Halifax,Moncton,265.46,4.13,2026-06-01,2026-06-02,2026-06-02,Minor Delay,2,35.56,Small Parcel,76.96,Express,Overnight,Business,Rain,High,WH-MTL-002,DRV01640,90.11,167.07,Carrier Delay,0,26.8,Medium,Slight Delay
SHP073747,TRK5028440243,DHL,Vancouver,Kelowna,390.79,6.06,2026-01-30,2026-01-31,2026-01-31,Minor Delay,2,2.69,Documents,67.74,Same-Day,Priority,Business,Storm,Low,WH-VAN-005,DRV01431,133.5,201.24,Warehouse Delay,0,32.3,Medium,Slight Delay
SHP004305,TRK5265208940,DHL,Toronto,Montreal,543.55,8.66,2026-05-23,2026-05-25,2026-05-28,Critical Delay,72,11.1,Documents,88.02,Same-Day,Priority,Retail,Storm,High,WH-TOR-001,DRV00833,178.36,266.38,Carrier Delay,0,71.25,High,Severely Delayed
SHP058237,TRK2199921504,UPS,Vancouver,Kelowna,390.79,6.06,2026-05-20,2026-05-21,2026-05-21,Minor Delay,8,41.13,Electronics,83.02,Same-Day,Ground,Enterprise,Clear,Low,WH-MTL-002,DRV01749,140.69,223.71,Weather,0,7.45,Low,Slight Delay
SHP012640,TRK9704158662,DHL,Vancouver,Kelowna,390.79,6.06,2026-01-09,2026-01-10,2026-01-10,Delivered,0,15.27,Large Parcel,72.11,Express,Ground,Retail,Fog,Medium,WH-VAN-005,DRV01540,140.14,212.25,None,1,21.75,Low,On Time
SHP059888,TRK9733655425,DHL,Ottawa,Toronto,404.47,6.65,2026-06-28,2026-06-29,2026-06-30,Delayed,24,37.88,Electronics,80.09,Express,Ground,Retail,Cloudy,Medium,WH-CGY-004,DRV00435,118.03,198.12,Warehouse Delay,0,23.85,Low,Delayed
SHP032329,TRK5826810710,Purolator,Toronto,Montreal,543.55,8.66,2026-01-19,2026-01-21,2026-01-21,Delivered,0,25.18,Electronics,93.75,Standard,Priority,Retail,Storm,Medium,WH-OTT-006,DRV01723,161.36,255.11,None,1,35.75,Medium,On Time
SHP071393,TRK8927750619,UPS,Ottawa,Toronto,404.47,6.65,2026-03-15,2026-03-16,2026-03-16,Minor Delay,1,26.0,Fragile,85.24,Same-Day,Ground,Enterprise,Clear,Low,WH-VAN-005,DRV02395,106.5,191.74,Weather,0,3.78,Low,Slight Delay
SHP008601,TRK6079648685,FedEx,Calgary,Edmonton,300.44,4.62,2026-03-07,2026-03-08,2026-03-08,Delivered,0,23.16,Medium Parcel,69.1,Express,Ground,Business,Clear,Medium,WH-CGY-004,DRV01371,93.65,162.75,None,1,7.75,Low,On Time
SHP074611,TRK6457664570,UPS,Calgary,Edmonton,300.44,4.62,2026-02-27,2026-02-28,2026-02-28,Minor Delay,8,18.04,Documents,74.95,Same-Day,Ground,Retail,Clear,Low,WH-VAN-005,DRV01994,112.24,187.19,Warehouse Delay,0,7.45,Low,Slight Delay
SHP085151,TRK2241759481,Canada Post,Calgary,Edmonton,300.44,4.62,2026-03-15,2026-03-16,2026-03-16,Delivered,0,27.04,Documents,62.77,Express,Ground,Enterprise,Rain,Low,WH-MTL-002,DRV01430,80.09,142.86,None,1,13.75,Low,On Time
SHP055736,TRK6670699936,DHL,Halifax,Moncton,265.46,4.13,2026-03-19,2026-03-20,2026-03-20,Delivered,0,8.13,Electronics,63.93,Express,Overnight,Retail,Clear,Low,WH-MTL-002,DRV02409,52.68,116.61,None,1,3.25,Low,On Time
SHP044181,TRK5958407025,Canada Post,Halifax,Moncton,265.46,4.13,2026-04-15,2026-04-16,2026-04-16,Delivered,0,31.58,Fragile,59.82,Standard,Priority,Retail,Rain,Low,WH-CGY-004,DRV01025,100.13,159.95,None,1,13.75,Low,On Time
SHP023576,TRK8324565553,Purolator,Calgary,Edmonton,300.44,4.62,2026-04-16,2026-04-17,2026-04-17,Delivered,0,43.69,Large Parcel,82.18,Same-Day,Ground,Business,Cloudy,Low,WH-VAN-005,DRV00584,87.7,169.88,None,1,6.75,Low,On Time
SHP020859,TRK5679263428,Canada Post,Ottawa,Toronto,404.47,6.65,2026-06-07,2026-06-08,2026-06-08,Minor Delay,8,39.93,Electronics,77.81,Same-Day,Priority,Business,Cloudy,High,WH-MTL-002,DRV02428,168.46,246.27,Carrier Delay,0,22.95,Low,Slight Delay
SHP087412,TRK3189333986,FedEx,Vancouver,Kelowna,390.79,6.06,2026-02-22,2026-02-23,2026-02-23,Delivered,0,13.7,Large Parcel,70.6,Express,Overnight,Business,Clear,Low,WH-OTT-006,DRV01544,101.52,172.12,None,1,3.25,Low,On Time
SHP037189,TRK9307620532,DHL,Ottawa,Toronto,404.47,6.65,2026-04-26,2026-04-27,2026-04-27,Delivered,0,32.09,Small Parcel,76.29,Express,Ground,Business,Clear,High,WH-HFX-003,DRV00985,138.11,214.4,None,1,15.25,Low,On Time
SHP082321,TRK2789269143,Canada Post,Toronto,Montreal,543.55,8.66,2026-01-21,2026-01-23,2026-01-23,Delivered,0,19.87,Small Parcel,96.14,Express,Ground,Enterprise,Rain,Medium,WH-TOR-001,DRV00794,199.24,295.38,None,1,18.25,Low,On Time
SHP084932,TRK7480699724,DHL,Vancouver,Kelowna,390.79,6.06,2026-02-17,2026-02-18,2026-02-18,Delivered,0,42.16,Medium Parcel,80.98,Express,Overnight,Retail,Clear,High,WH-VAN-005,DRV01066,108.04,189.02,None,1,15.25,Low,On Time
